date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr,
01/07/2022,BTN Push Press 3-2-2-2-2-2-2,BTN Push Press for load: #1: 3 reps @ 60% #2: 2 reps @ 70% #3: 2 reps @ 80% #4: 2 reps @ 85% #5: 2 reps @ 90% #6: 2 reps @ 95% #7: 2 reps @ 95%Behind-the-Neck Push Press (Jerk grip),210,210,Load,BTN Push Press,"[{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":137,""success"":true},{""load"":0,""success"":true},{""load"":187,""success"":true},{""load"":0,""success"":true},{""load"":210,""success"":true}]",@RPE10 @ME 💥🏋️🤘#2RMBTNPP,RX,,
01/08/2022,Active Recovery,"• 10 minutes of soft tissue work. Your choice here.• 100 total reps of band exercise. Choose 2-3 movements and accumulate volume i.e. leg curls, pull-aparts, pushdowns, etc. Log your efforts to comments.• 10 minutes of max distance sled-pull powerwalk (light). Try to not stop. Record your total distance after 10 minutes is up.",500,500,Meters,,"[{""meters"":500}]","Foam roll; #DIYTireSled += 3x Kiddos rotated into tire, Xmas 🎄 offloaded too in dual-pull 🛷/kid; 30lb red band pull-aparts, flies, extensions, curls",RX,,
01/10/2022,Conditioning,3RFT:• 10 Ring Rows• 10 Burpee Wall Balls*• 10 Alt Box Step-Ups holding Med Ball 20/14#*12:00 Cap => notes for demo,570,9:30,Time,,"[{""mins"":9,""secs"":30}]",@RPE5 #UB 🥶❤️‍🔥,RX,,
01/10/2022,High Bar Back Squat 3-3-3-2-2-2-2,High Bar Back Squat for load: #1: 3 reps @ 40% #2: 3 reps @ 50% #3: 3 reps @ 60% #4: 2 reps @ 65% #5: 2 reps @ 70% #6: 2 reps @ 75% #7: 2 reps @ 70%,300,300,Load,High Bar Back Squat,"[{""load"":157,""success"":true},{""load"":187,""success"":true},{""load"":227,""success"":true},{""load"":257,""success"":true},{""load"":277,""success"":true},{""load"":300,""success"":true},{""load"":277,""success"":true}]",@RPE4 #RawBeltless,RX,,
01/10/2022,Snatch Balance 3-3-3-2-2-2-2,Snatch Balance for load: #1: 3 reps @ 40% #2: 3 reps @ 50% #3: 3 reps @ 60% #4: 2 reps @ 65% #5: 2 reps @ 70% #6: 2 reps @ 75% #7: 2 reps @ 70%,137,137,Load,Snatch Balance,"[{""load"":77,""success"":true},{""load"":97,""success"":true},{""load"":0,""success"":true},{""load"":117,""success"":true},{""load"":0,""success"":true},{""load"":137,""success"":true}]",@RPE4,RX,,
01/10/2022,Power Snatch 3-3-3-2-2-2-2,Power Snatch for load: #1: 3 reps @ 40% #2: 3 reps @ 50% #3: 3 reps @ 60% #4: 2 reps @ 65% #5: 2 reps @ 70% #6: 2 reps @ 75% #7: 2 reps @ 70%,137,137,Load,Power Snatch,"[{""load"":77,""success"":true},{""load"":97,""success"":true},{""load"":0,""success"":true},{""load"":117,""success"":true},{""load"":0,""success"":true},{""load"":137,""success"":true}]",@RPE4,RX,,
01/11/2022,AirBike - 50 Calories for Time,50 Calories for Time,293,4:53,Time,,"[{""mins"":4,""secs"":53}]",@Convo pace thru 4:00 then went @ME => covered 15-cals in 0:53 @RPE5 avg,RX,PR,
01/11/2022,Complex Challenge,Make 5 attempts for load of the following complex:• 2 Muscle Split Snatch• 3 BTN Split Press (anyhow snatch or jerk grip),95,95,Load,,"[{""load"":95,""success"":true}]",@RPE3 Taking it easy today.,RX,,
01/12/2022,Hang Power Clean 5-4-3-2-1,Hang Power Clean for load: #1: 5 reps #2: 4 reps #3: 3 reps #4: 2 reps #5: 1 rep,225,225,Load,Hang Power Clean,"[{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":225,""success"":true}]",Had to hookgrip set #5 it was ugly feet probably moved but shit got up #Raw,RX,,
01/12/2022,Romanian Deadlift 3-3-3-3-2-2-2,Romanian Deadlift for load: #1: 3 reps @ 40% #2: 3 reps @ 50% #3: 3 reps @ 60% #4: 3 reps @ 65% #5: 2 reps @ 70% #6: 2 reps @ 75% #7: 2 reps @ 70%,225,225,Load,Romanian Deadlift,"[{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":225,""success"":true},{""load"":205,""success"":true}]",@RPE3-@RPE5,RX,,
01/12/2022,FGB 3x,@Fight Gone Bad Timer...Perform 3x1-min rounds per station for Reps of:• KB Snatch 53/35• Ab-Mat Sit-Ups• KB Swings• Toes-to-Bar• Double-Unders*Rest,561,561,Reps,,"[{""reps"":200},{""reps"":160},{""reps"":201}]","@35lb 5/5 Snatch, RKBS, 🦋 sit-ups, strict TTB, SUs,R1 @200 += 20+15+25+5+135R2 @160 += 15+15+25+5+100R3 @201 += 20+15+30+6+130",SCALED,,
01/13/2022,Active Recovery @Zone 2,Follow Your Heart Today. i.e. focus on moving for quality and keeping the HR b/t 120-140 bpm.*Score is time in THR zone @RPE2-4--see notes for some WOD ideas**30-mins is the Minimum Effective Dose,2172,36:12:00,Time,,"[{""mins"":36,""secs"":12}]",Took the #DIYTireSled for X-Country hike,RX,,
01/14/2022,GPP,"Follow your heart today.For example: Hike wearing vest, Loaded Carries, #HardwoodPaysOff, Sandbag, TGUs, sled...something that gets you moving for quality for 20-30+ minutes @Session-RPE 3-4*Wear a Heart-Rate Monitor if applicable & log your accomplishments.More ideas:1) https://www.t-nation.com/training/predator-conditioning2) https://www.t-nation.com/training/running-man3) https://www.t-nation.com/training/the-very-best-20-minute-workouts",3600,60:00:00,Time,,"[{""mins"":60,""secs"":0}]","Working time @RPE3 #HWPO hinge cut 4x trees for travel corridors & pulled over w/ notch/rope, felled a 14"" red oak leaner, walked around woods @UnilateralFC w/ #Stihl261 @20-ish#",RX,,
01/14/2022,Snatch Liftoff 4x2,Snatch Liftoff for load: #1: 2 reps @ 70% #2: 2 reps @ 80% #3: 2 reps @ 90% #4: 2 reps @ 100%Perform a snatch-grip deadlift up to the knees or just below and then immediately return to the floor (i.e. don’t pause at the top of the movement). • Performed AFAP but ensuring proper position and balance (heel-to-midfoot),195,195,Load,Snatch Liftoff,"[{""load"":155,""success"":true},{""load"":0,""success"":true},{""load"":195,""success"":true}]",up to @RPE4 #Ro3Kids #Headache shit sleep 🤕,RX,,
01/14/2022,Squat Pause Clean 3-3-2-2-2-2-2,Squat Pause Clean for load: #1: 3 reps @ 40% #2: 3 reps @ 50% #3: 2 reps @ 60% #4: 2 reps @ 65% #5: 2 reps @ 70% #6: 2 reps @ 75% #7: 2 reps @ 70%,165,165,Load,Squat Pause Clean,"[{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":145,""success"":true},{""load"":0,""success"":true},{""load"":165,""success"":true}]",up to @RPE4 #Ro3Kids #Headache shit sleep 🤕,RX,,
01/14/2022,Squat Pause Snatch 3-3-2-2-2-2-2,Squat Pause Snatch for load: #1: 3 reps @ 40% #2: 3 reps @ 50% #3: 2 reps @ 60% #4: 2 reps @ 65% #5: 2 reps @ 70% #6: 2 reps @ 75% #7: 2 reps @ 70%,145,145,Load,Squat Pause Snatch,"[{""load"":50,""success"":true},{""load"":95,""success"":true},{""load"":0,""success"":true},{""load"":145,""success"":true}]",up to @RPE4 #Ro3Kids #Headache shit sleep 🤕,RX,,
01/14/2022,Conditioning,"EMOM 10:• Even: 8 Burpee Box Jump-Overs 24/20""• Odd: 3 Muscle-Ups* (anyhow)*Scale => notes",11,11,Reps,,"[{""reps"":8},{""reps"":3}]","Missed 3rd rep on rings, got it on 2nd effort, mind-muscle not connected today. Up to @RPE5 #Ro3Kids #Headache shit sleep 🤕",RX,,
01/14/2022,Clean Lift-off 4x2,Clean Lift-off for load: #1: 2 reps @ 70% #2: 2 reps @ 80% #3: 2 reps @ 90% #4: 2 reps @ 100%A partial clean pull or deadlift to knee height or just below & then immediately return to the floor (i.e. don’t pause at the top of the movement).,235,235,Load,Clean Lift-off,"[{""load"":165,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":235,""success"":true}]",up to @RPE4 #Ro3Kids #Headache shit sleep 🤕,RX,,
01/17/2022,Reverse Hypers 3x10+,Reverse 3x for reps @RPE5,40,40,Reps,,"[{""reps"":40}]",Posterior Chain ⛓️ needed some grease +=10@25#15@25#15@25#,RX,,
01/17/2022,Back Squat 5-4-3-2-1-1-1-1,Back Squat for load: #1: 5 reps @ 50% #2: 4 reps @ 65% #3: 3 reps @ 75% #4: 2 reps @ 85% #5: 1 rep @ 95% #6: 1 rep #7: 1 rep #8: 1 rep,355,355,Load,Back Squat,"[{""load"":185,""success"":true},{""load"":225,""success"":true},{""load"":245,""success"":true},{""load"":275,""success"":true},{""load"":315,""success"":true},{""load"":365,""success"":false},{""load"":355,""success"":true},{""load"":365,""success"":false}]","Today was humbling, hit @95% @RPE9 had 365 on 2nd effort lost mind-muscle cnx. Need more reps & better recovery, all weekend w/ sick kids -= lost grease 😡 Did hit 370# box squat finisher nChainz ⛓️ to tremor needle.😕",RX,,
01/17/2022,Open 15.1a,"In 6 minutes, establish a 1 RM Clean & Jerk.",215,215,Load,,"[{""load"":215,""success"":true}]","185/215 TCd @Beltless @RPE4 too cold 🥶 no feeling in fingers needed to tape up (fail), all reps explosive 🧨 WOD in lifters next effort need time for += 3x lifts #Ro3 225+",RX,,
01/17/2022,Open 15.1,AMRAP 9 minutes:• 15 Toes-to-Bar• 10 Deadlifts (115/75)• 5 Snatches (115/75),50,50,Reps,,"[{""reps"":50}]","🥶 straps reqd for all work @RPE4 got lot more on better day, just moving & warming up",RX,,
01/18/2022,Conditioning,AMRAP 10:• 7/5 Strict HSPU• 7/5 Strict Pull-ups• 50 Double-Unders,4,4,Rounds + Reps,,"[{""reps"":0,""rnds"":4}]","#PainThresholdTrng >=155bpm @13/:05 All reps UB += 7xPullz on fat bar, 7xHSPU full-ROM @floor no Ab-Mat, DUs @50xLateralHops w/ sim rope...the OPen is calling 🤫🤘 #BurnedHand #BasementWOD",RX,,
01/18/2022,Snatch 2-2-2-1-1-1-1-1-1,Snatch for load: #1: 2 reps @ 50% #2: 2 reps @ 60% #3: 2 reps @ 70% #4: 1 rep @ 80% #5: 1 rep @ 85% #6: 1 rep @ 90% #7: 1 rep @ 95% #8: 1 rep @ 101% #9: 1 rep @ 103%,185,185,Load,Snatch,"[{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":165,""success"":true},{""load"":185,""success"":true}]","just moving for quality today, didnt tighten-up lifters, no belt, nofeet thru 75%, 80% felt explosive 🧨 #BurnedHand",RX,,
01/19/2022,Games: Sprint Sled Sprint,For time:• 100-yard sprint• 100-yard sled push• 100-yard sprintW 80-lb. sledM 105-lb. sled,163,2:43,Time,,"[{""mins"":2,""secs"":43}]","Driveway Work: Stepped-off 100 paces from Crab-Apple Tree to 7 paces past the 🍎 tree in 🐝 habitat. Pulled Load => #DIYTireSled += 25lb plate + 80lb #UltimateSandbag + whatever snow had accumulated in the tire, sprints lil sketch on ice & glove snagged on carabiner 🎯sub-2:30",RX,PR,
01/19/2022,PC/PJ Complex 8x2,PC/PJ Complex for load: #1: 2 reps @ 75% #2: 2 reps @ 75% #3: 2 reps @ 75% #4: 2 reps @ 75% #5: 2 reps @ 75% #6: 2 reps @ 75% #7: 2 reps @ 75% #8: 2 reps @ 75%Power Clean + Push Jerk*See notes for rep ROE,175,175,Load,PC/PJ Complex,"[{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":165,""success"":true},{""load"":165,""success"":true},{""load"":175,""success"":true},{""load"":175,""success"":true},{""load"":175,""success"":true},{""load"":175,""success"":true}]","Started @RPE5 60%, finished @RPE7 78%",SCALED,,
01/19/2022,DE Seated Box Jump(s),Seated Box Jump(s) @Dynamic load*See notes for ROE/Scoring,32,32,Load,,"[{""load"":35,""success"":true},{""load"":35,""success"":true},{""load"":25,""success"":true},{""load"":25,""success"":true},{""load"":25,""success"":true},{""load"":30,""success"":true},{""load"":30,""success"":true},{""load"":35,""success"":true},{""load"":35,""success"":true},{""load"":45,""success"":true}]","All jumps seated @18"" bench to 24"" box. 30# 🦺 was sweet spot for max RFD",RX,PR,
01/20/2022,Active Recovery,"50 Minutes on the clock, mix as practical @sustainable pace:• 400m Run• 500m Row• 90s Bike• 90s Sled Push/Drag @50% BW*Score is time in THR zone @RPE2-4--see notes**30-mins is the Minimum Effective Dose",2221,37:01:00,Time,,"[{""mins"":37,""secs"":1}]",#DIYSledPull @unloaded 25# was feeling strong pushed into #ApexPredator domain w/ #HillSprints,RX,,
01/21/2022,Warm-up,3 Rounds for Reps of:AMRAP 2 minutes:• Row 250m Or AirBike 10 cals• Max Alt Hang DB/KB Cleans (53/35)*Rest 1 minute,42,42,Reps,,"[{""reps"":14},{""reps"":12},{""reps"":16}]",10 Zercher Squats @DuffelBag loaded w/ kiddos bouncehouse @pprox 30# Max-Rep Hang @DuffelBag Clean + SP,SCALED,,
01/21/2022,Front Squat 5-3-2-1-1-1-1,Front Squat for load: #1: 5 reps @ 50% #2: 3 reps @ 60% #3: 2 reps @ 70% #4: 1 rep @ 80% #5: 1 rep @ 90% #6: 1 rep @ 95% #7: 1 rep @ 101%,265,265,Load,Front Squat,"[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":225,""success"":true},{""load"":255,""success"":true},{""load"":275,""success"":false},{""load"":265,""success"":true}]","Concentric FS off Safety Spotter arms. Hit 3x275 BS off pins @RPE5, FS was just a tremor. Lot of work to do, lot of blockers today 🥶#Ro3Kids FS singles @ME @RPE9/10",SCALED,,
01/22/2022,Open 14.2,"Every 3 minutes, complete 2 rounds of:• 10 overhead squats @95/65 lb• 10 chest-to-bar pull-upsIncrease the number of reps for each movement by 2 (10, 12, 14, etc) every 3 minute interval until you can not complete the rounds. Score is total number of reps.",60,60,Reps,,"[{""reps"":60}]","Legs were smoked from concentric squats, Upper needed a ❤️‍🔥 modd to strict C2B & deficit push-ups off 3"" riser += 8 reps into set 12 on C2B. #BasementWOD",SCALED,PR,
01/24/2022,Sumo Deadlift 3x5,Sumo Deadlift for load: #1: 5 reps #2: 5 reps #3: 5 reps,345,345,Load,Sumo Deadlift,"[{""load"":225,""success"":true},{""load"":315,""success"":true},{""load"":345,""success"":true}]",Raw strapd @hook-grip sets 1-2 @RPE 4/7 @RPE9 @over-under grip @belted set #3 =>#5RMSumoDL 💥🤘🤬Yeah,RX,,
01/24/2022,6-min AMRAP #2,"• 6 DB/KB Hang Squat Cleans (50s/53s, 35s)• 6 Burpee Box Jumps (24, 20)",4,4,Rounds + Reps,,"[{""reps"":0,""rnds"":4}]",🥵❤️‍🔥@RPE7,RX,,
01/24/2022,6-min AMRAP #1,"• 6 DB/KB Hang Squat Cleans (50s/53s, 35s)• 6 Burpee Box Jumps (24, 20)*Rest 3 minutes, then repeat.",4.008,4+8,Rounds + Reps,,"[{""reps"":8,""rnds"":4}]",❤️‍🔥@RPE7,RX,,
01/24/2022,Accessory,"• 4x25 Banded Reverse Hypers, Rest* 90 seconds",100,100,Reps,,"[{""reps"":25},{""reps"":25},{""reps"":25},{""reps"":25}]",1x25 @Red ♥️ 30# band 3x25 @blue 💙 50# band @DIYRevHyperTable,RX,,
01/24/2022,Snatch 3x1,Snatch for load: #1: 1 rep #2: 1 rep #3: 1 rep,185,185,Load,Snatch,"[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":false}]","Felt strong, hit 🧱 had the throttle -= fatigued out of strength-endurance, went for 215# (Hi-Pullz) backed off to 205 & had it lost it in catch 😡 need to get SN back up to 200+🎯",RX,,
01/25/2022,Accessory,"4 Rounds of:• 15 DB Rollback Tricep Extensions* or Banded Pull-Downs• 30 Banded Pull-aparts, underhand grip*Rest as needed--see notes for DEMO",180,180,Reps,,"[{""reps"":45},{""reps"":45},{""reps"":45},{""reps"":45}]","@50# band all reps => hit +Fail set #4 rep 10x @L tri press down rested :15 finished last 5x, same deal @R rep 12x; +Fail on BPAs rep 15-20x set #4 tested :15 & #FinishedStrong 💥🤘",RX,,
01/25/2022,Conditioning,"AMRAP 17:• 300 Meter Row or 15-Cal Bike• 20 KB Snatches (53, 35) (10 each side)• 10 T2B• 5/3 Bar Muscle-ups",3.001,3+1,Rounds + Reps,,"[{""reps"":1,""rnds"":3}]",#BasementWOD @BeastApparatus =>4x15 cals @TreadmillRun🏃🥵3x2x10 35# DB SN2x5/5 1x6/4  Strict TTB3x5 Strict C2B + 5 Parallete Dips,SCALED,,
01/25/2022,Strict Gymnastics,A1: Strict Handstand Push-Ups (5x6-8. Rest 45 Seconds)*A2: Legless Rope Climbs (5x1-2. Rest 45 seconds.)**See notes for scaling/scoring,32,32,Reps,,"[{""reps"":32},{""reps"":6}]",1) @Rx+ 20# 🎒 6+6+5+1(💔)+8+6 - 🎒2) @RX+ 20# 🎒 @L-Pullz w/ Offset Handles,RX,,
01/26/2022,Aerobic Capacity,42 Minute EMOM:• Minute 1: 45s Single-Unders• Minute 2: 45s Burpees to a Target• Minute 3: 45s Echo Bike or C2 Row• Minute 4: 45s Alt. Step-ups (unweighted)• Minute 5: 45s Strict Pull-Ups• Minute 6: 45s Sled-Pull (light weight)*Score is time in THR zone @RPE3-4--see notes**30-mins is the Minimum Effective Dose,1859,30:59:00,Time,,"[{""mins"":30,""secs"":59}]",#DIYTireSled #PlowedSnow @RPE3-4 132pbp avg HR 🥵,RX,,
01/27/2022,Hang Power Clean 3x3,Hang Power Clean for load: #1: 3 reps #2: 3 reps #3: 3 reps,185,185,Load,Hang Power Clean,"[{""load"":135,""success"":true},{""load"":185,""success"":true}]",@NoFoot,RX,,
01/27/2022,Power Clean 3x2,Power Clean for load: #1: 2 reps #2: 2 reps #3: 2 reps,225,225,Load,Power Clean,"[{""load"":185,""success"":true},{""load"":225,""success"":true}]","couldve pushed more, saving for 1RM @RPE8",RX,,
01/27/2022,WBBJ,"For time:30-20-10Wallballs @ 20/14lbs.Box Jumps @ 24/20""*7:00 Cap",450,7:30,Time,,"[{""mins"":7,""secs"":30}]",🫁❤️‍🔥🥶 Did this @raw as mob/warm-up,RX,PR,
01/27/2022,Clean 3x1,Clean for load: #1: 1 rep #2: 1 rep #3: 1 rep,245,245,Load,Clean,"[{""load"":225,""success"":true},{""load"":255,""success"":false},{""load"":245,""success"":true}]",pind in hole on PR attempt😡 Get it when not freezing bar & can feel my fingers & better mobd,RX,,
01/28/2022,Floor Press 5-3-2-2-1-1-1-1-1-1,Floor Press for load: #1: 5 reps @ 60% #2: 3 reps @ 70% #3: 2 reps @ 75% #4: 2 reps @ 80% #5: 1 rep @ 85% #6: 1 rep @ 90% #7: 1 rep @ 95% #8: 1 rep @ 101% #9: 1 rep @ 102% #10: 1 rep @ 103%,255,255,Load,Floor Press,"[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":215,""success"":true},{""load"":235,""success"":true},{""load"":255,""success"":true}]",#ColdAloneUnafraid 🤬Yeah #1RMFP💥🤘,RX,,
01/28/2022,Conditioning,AMRAP 10:• 10 Power Snatches (95/65)• 10 Toes-to-Bar,1.005,1+5,Rounds + Reps,,"[{""reps"":5,""rnds"":1}]",Just moving (for quality) @115#,RX,,
01/28/2022,Finisher,@AFAP Pick 1x:400m Run/500m Row/25cal AirBike,75,1:15,Time,,"[{""mins"":1,""secs"":15}]",25-cal @EchoBike,RX,,
01/29/2022,Active Recovery,"With a 15-minute countdown timer...• 100 Single-Unders • 10 Banded Drop Snatches• 30-sec HS Hold• 30-sec DFD w/ alt. steps/calf stretch• 10 Seated Box Jumps w/ Step-downThen, w/ remaining time, keeping HR <=144 bpm or 12beats/:05:• 3 TnGo Power Snatch • 5 Thrusters • 7 Cal Row/Bike*Score is your Session-RPE--see notes FYI/A",4,4,Points,,"[{""points"":4}]","SBJs up to 32.5"" SN/Thrusters @95# did mob work += 1Rd+3Reps METCON. HR finish @12/:05 144bpm => @RPE4",RX,,
01/31/2022,Front Box Squat 5-3-2-2-2-2,Front Box Squat for load: #1: 5 reps @ 70% #2: 3 reps @ 80% #3: 2 reps @ 85% #4: 2 reps @ 90% #5: 2 reps @ 95% #6: 2 reps,265,265,Load,Front Box Squat,"[{""load"":185,""success"":true},{""load"":225,""success"":true},{""load"":255,""success"":true},{""load"":265,""success"":true},{""load"":235,""success"":true},{""load"":235,""success"":true}]","off 35# Hi-Temps 3"" to 18"" Bench",RX,,
01/31/2022,DE Accessory,"Banded Reverse Hyper 3 x 25, Rest 60s",75,75,Reps,,"[{""reps"":25},{""reps"":25},{""reps"":25}]",Blue 💙 + Orange 🧡 ~= 75#,RX,,
01/31/2022,DL & BJs,"EMOM 10• Even: 2 Deadlifts (AHAP)• Odd: 12 Box Jumps @24/20""*Score your max load, note reps BJs in comments",335,335,Load,,"[{""load"":335,""success"":true}]","3x255/275/2x295/315/335 += 80% @RPE852X BJs @27"" += 8+12+10+10+12",RX,,
02/01/2022,Snatch Pull + Snatch + OHS 2-2-4-2-2-4,Snatch Pull + Snatch + OHS for load: #1: 2 reps #2: 2 reps #3: 4 reps #4: 2 reps #5: 2 reps #6: 4 repsComplex: Snatch-Grip Pull + Snatch + Overhead Squat*See notes for Rep ROE,175,175,Load,Snatch Pull + Snatch + OHS,"[{""load"":95,""success"":true},{""load"":145,""success"":true},{""load"":117,""success"":true},{""load"":165,""success"":true},{""load"":175,""success"":true},{""load"":140,""success"":true}]","#InWaves @BWBBG Felt strong today, all reps @RawStrapd beltless #TrainUntamed 💥🤘🤬Yeah",RX,,
02/01/2022,4 Rounds for Quality Reps,"1a) Unilateral Kettlebell Front Rack Walking Lunges x 30 Reps. (15 reps each/total reps)1b) Band Resisted Russian KBS x 30 Reps.1c) MB/Slam Ball Serratus Crunch* x 30 Reps.*Rest 2-3:00 after each completed round, ref notes for HOW-TOChoose a weight that you can probably go unbroken for each movement.",75,75,Reps,,"[{""reps"":75}]",30+30+15 This was a lot harder than I bargained for. All reps @35# KB Swings += 50# band,RX,,
02/01/2022,Double Leg Band Curls,3 x 30-50. Rest 30s.,90,90,Reps,,"[{""reps"":30},{""reps"":30},{""reps"":30}]",@Prone blue 💙 50# band #RepEffort 🤘,RX,,
02/02/2022,Accessory,AMRAP 10 of:• 10 Side Plank Crunch each• 20 KB Bent-over Rows• 30 Banded JM Press*Rest as needed.,1,1,Rounds + Reps,,"[{""reps"":0,""rnds"":1}]",KB Rows @2x1x5 ea arm 70# @RPE9subd banded wide push-ups 30x @RPE9side plank crunchz Rxd,RX,,
02/02/2022,Bench Press 7-5-3-3-2-1-1-1,Bench Press for load: #1: 7 reps @RPE5 50% #2: 5 reps @RPE6 60% #3: 3 reps @RPE7 70% #4: 3 reps @RPE7.5 75-ish% #5: 2 reps @RPE8 80-ish% #6: 1 rep @RPE8 90-ish% #7: 1 rep @RPE8-9 95-ish% #8: 1 rep @RPE9-10 95+%,265,265,Load,Bench Press,"[{""load"":135,""success"":true},{""load"":155,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":215,""success"":true},{""load"":225,""success"":true},{""load"":245,""success"":true},{""load"":265,""success"":true}]",+10# PR 🤬Yeah 💥🤘,RX,,
02/02/2022,DE Finisher,• 100 Banded Pushdowns• 200 Banded Pull-aparts*Superset the two,175,175,Reps,,"[{""reps"":175}]",3x25 pull-downs (Tris crampd-up end 3rd set 🤕 threw in the towel)4x25 pull-aparts,RX,,
02/02/2022,Strict Push/Pull,10-8-6-4-2 For time:• Strict HSPU• Strict Pull-ups*Rest 3:00,420,7:00,Time,,"[{""mins"":7,""secs"":0}]",#UB @HSPU to Ab-Mat off floor & strictC2B pullz => 2:00/(0:15 Rest) 1:30/(0:15 Rest) 1:30/1:00/0:30,RX,,
02/03/2022,Aerobic Capacity,@avg HR 130-144BPM (wear HRM):• 10 Minute Row/Bike• 10 Minute Sled Drag• 10 Minute Minute Jog• 10 Minute Sled Drag• 10 Minute Row/Bike*Score is time in THR zone @RPE3-4--see notes**30-mins is the Minimum Effective Dose,2288,38:08:00,Time,,"[{""mins"":38,""secs"":8}]",#DIYTireSled @5RFT up/down semi-plowed driveway,RX,,
02/04/2022,PC/PJ Complex 2-2-2-2-1-1-1,PC/PJ Complex for load: #1: 2 reps @ 85% #2: 2 reps @ 85% #3: 2 reps @ 85% #4: 2 reps @ 85% #5: 1 rep @ 90% #6: 1 rep @ 90% #7: 1 rep @ 90%Power Clean + Push Jerk*See notes for rep ROE,185,185,Load,PC/PJ Complex,"[{""load"":135,""success"":true},{""load"":155,""success"":true},{""load"":175,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true},{""load"":165,""success"":true},{""load"":185,""success"":true}]","Moving fast was priority today off blocks @hi-hang, worked EMOM sets 1-4 E1:30-2MOM sets 5-7 70-80% @RPE7",SCALED,,
02/04/2022,Banded Pull-Throughs 4x25,Banded Pull-Through: 4 x 25. Rest 60s.*Ref notes,50,50,Reps,,"[{""reps"":25},{""reps"":25}]",@Green 💚 band 65#,RX,,
02/04/2022,HIIT: Cals & Burpees,3RFT of:• 15 Cals AirBike/Row• 15 Burpees*7:00 Cap,420,7:00,Time,,"[{""mins"":7,""secs"":0}]",2Rds 🥶 Nothing moving well in single digits. Moved for quality @warm-up,RX,,
02/05/2022,Active Recovery,"With a 46:00 Timer...*Rest 1:1 or perform w/ Partner:A) 10 Minute for quality reps• 10 Deadlifts (155, 105)• 10 Box Jumps w/ step down (24, 20)• 10 Wallballs (20, 14)B) 12:00-24:00 for quality reps:• 8 Front Squats (155, 105)• 8 Box Jump Overs (24, 20)• 8 C2B Pull-upsC) 26:00-46:00 RECOVER:• Easy Jog, Bike, Row, or Sledpull for Recovery*Score is Total Reps / Total distance e.g. 50 / 1mi",0,50 / 2.5mi,Other / Text,,"[{""other"":""50 / 2.5mi""}]","3x10ish mins => DLs @185# FS @165# Echo Bike @51 cals, Just moved & tried stay warm 🥶 #WorkingLunch #RSD",SCALED,,
02/07/2022,Back Pause Squat 5x3,Back Pause Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps,305,305,Load,Back Pause Squat,"[{""load"":225,""success"":true},{""load"":275,""success"":true},{""load"":305,""success"":true},{""load"":305,""success"":true},{""load"":295,""success"":true}]",@ReverseBanded All reps w/o belt @RPE7-7.5,SCALED,,
02/07/2022,Conditioning,8-6-4-2 for time of:• Ring Muscle-ups• Power Cleans*See notes for ROE,600,10:00,Time,,"[{""mins"":10,""secs"":0}]",T/Cd self-imposed made thru 6s--No misses! Ring MUs += 2x UB + 4x1 + 6x1PCs @155# same rep ROE as Ring MUs,SCALED,,
02/07/2022,Activation,"3 Rounds of (starting w/ 60% 1RM SP):• 5 RDLs• 5 Front Squats• 5 Back Rack Reverse Lunges each Leg• 5 Goodmornings• 5 Strict Presses*Rest 40-60s, add 5% to finish @70% 1RM SP*b/t warm-up sets perform 10 Glute Bridges & Box Jumps to activate the glutes/CNS.",115,115,Load,,"[{""load"":95,""success"":true},{""load"":105,""success"":true},{""load"":115,""success"":true}]",mix BTNSP/PP,RX,,
02/07/2022,Box Jump: Max Height,Box Jump: 3x Max Height,40,40,Inches,,"[{""inches"":40}]","Off 24"" Box += 2x-stacked Hi-Temps @RPE8",RX,,
